323, 757, 582, 0
323, 792, 426, 0
292, 779, 373, 19
325, 693, 376, 16
325, 1498, 401, 0
325, 1486, 441, 0
325, 788, 379, 0
330, 756, 356, 16
331, 1440, 415, 0
331, 752, 414, 0
360, 1510, 401, 0
325, 772, 379, 0
331, 732, 441, 0
331, 731, 298, 17
330, 759, 320, 17
359, 1565, 546, 0
321, 781, 366, 19
322, 788, 325, 17
322, 703, 395, 0
283, 729, 354, 0
322, 773, 331, 17
361, 1470, 451, 0
337, 1485, 399, 0
325, 727, 333, 17
325, 793, 415, 0
334, 765, 424, 0
361, 1447, 428, 0
362, 1456, 455, 0
328, 1471, 397, 0
365, 1417, 462, 0
333, 784, 329, 17
332, 767, 364, 0
322, 790, 423, 0
321, 764, 517, 0
283, 811, 347, 19
282, 748, 666, 0
313, 1466, 412, 0
323, 807, 403, 0
323, 1473, 391, 0
326, 764, 408, 0
328, 732, 391, 0
338, 734, 492, 0
327, 794, 319, 18
333, 785, 339, 17
328, 758, 492, 0
333, 774, 372, 0
333, 795, 400, 0
337, 767, 303, 16
289, 782, 559, 0
334, 757, 456, 0
327, 800, 299, 17
315, 1487, 386, 0
324, 760, 416, 0
327, 788, 305, 17
327, 693, 335, 17
289, 792, 432, 0
328, 752, 296, 17
339, 791, 313, 17
338, 779, 347, 17
337, 788, 324, 17
339, 761, 299, 17
328, 789, 295, 16
339, 764, 300, 17
328, 764, 327, 16
303, 765, 360, 0
330, 1477, 425, 0
365, 1464, 418, 0
306, 783, 416, 0
332, 785, 319, 18
326, 1486, 404, 0
367, 1509, 417, 0
305, 806, 360, 17
333, 753, 439, 0
334, 779, 414, 0
327, 1506, 379, 0
326, 1500, 406, 0
334, 734, 371, 0
320, 1475, 471, 0
334, 764, 345, 18
305, 738, 436, 0
300, 768, 380, 0
302, 691, 228, 300
329, 1420, 467, 0
302, 746, 499, 0
328, 1467, 407, 0
282, 711, 291, 0
319, 1486, 427, 0
301, 784, 379, 0
287, 766, 379, 0
286, 792, 428, 0
330, 1432, 380, 0
301, 722, 303, 0
342, 1489, 467, 0
298, 793, 383, 0
302, 682, 438, 0
334, 1424, 501, 0
294, 801, 394, 0
293, 776, 401, 0
296, 744, 440, 0
329, 1666, 501, 0
334, 1433, 374, 0
307, 782, 323, 18
291, 787, 393, 17
335, 1426, 477, 0
307, 756, 334, 17
307, 767, 370, 0
338, 1457, 406, 0
295, 787, 344, 17
340, 1443, 472, 0
307, 771, 381, 0
319, 1506, 468, 0
307, 759, 480, 0
323, 781, 478, 0
327, 787, 317, 17
289, 793, 301, 17
322, 769, 309, 17
322, 811, 313, 17
321, 737, 429, 0
332, 763, 307, 17
323, 784, 384, 0
332, 774, 301, 17
332, 763, 302, 17
332, 770, 357, 0
332, 794, 323, 17
327, 771, 303, 17
327, 793, 321, 17
346, 1498, 396, 0
327, 765, 324, 17
338, 804, 343, 0
329, 725, 294, 17
312, 1514, 381, 0
329, 788, 394, 0
340, 758, 294, 17
330, 766, 345, 17
333, 757, 302, 17
338, 763, 342, 16
333, 728, 298, 17
338, 803, 299, 17
333, 1439, 379, 0
339, 683, 301, 17
333, 800, 296, 16
331, 793, 313, 16
332, 762, 301, 18
332, 794, 293, 16
282, 768, 381, 0
318, 797, 304, 17
317, 775, 323, 16
308, 1475, 385, 0
345, 766, 406, 0
345, 793, 301, 17
345, 771, 393, 0
321, 786, 301, 17
347, 793, 303, 17
318, 775, 305, 17
320, 769, 334, 17
346, 739, 505, 0
338, 1457, 395, 0
322, 727, 294, 17
347, 801, 339, 16
322, 729, 301, 17
325, 781, 527, 0
325, 769, 298, 18
322, 1500, 390, 0
349, 781, 318, 17
325, 793, 291, 16
329, 770, 301, 17
329, 762, 300, 17
328, 799, 298, 16
327, 1442, 440, 0
341, 744, 642, 0
328, 793, 289, 16
360, 1494, 417, 0
342, 765, 296, 17
349, 759, 297, 17
339, 793, 299, 16
344, 767, 326, 17
323, 814, 341, 17
322, 803, 410, 0
381, 1426, 426, 0
351, 1616, 442, 0
343, 1522, 504, 0
328, 838, 515, 0
327, 791, 447, 0
338, 822, 349, 0
327, 810, 470, 0
382, 1449, 430, 0
380, 1497, 424, 0
373, 1530, 420, 0
380, 1474, 411, 0
331, 759, 597, 0
325, 783, 409, 0
374, 1499, 460, 0
332, 1435, 463, 0
313, 781, 354, 17
313, 792, 343, 17
312, 759, 534, 0
313, 763, 365, 0
317, 775, 382, 16
312, 767, 382, 0
327, 1524, 420, 0
313, 759, 307, 17
303, 766, 469, 0
304, 798, 343, 17
325, 1481, 379, 0
335, 1479, 379, 0
314, 777, 330, 17
304, 767, 342, 17
314, 775, 330, 17
313, 1488, 469, 0
313, 769, 297, 18
284, 794, 299, 16
312, 767, 307, 16
285, 792, 313, 16
343, 775, 328, 17
324, 753, 410, 0
325, 772, 321, 17
342, 794, 294, 17
325, 791, 375, 17
324, 804, 299, 17
331, 787, 305, 17
325, 773, 290, 16
325, 778, 311, 16
330, 763, 325, 17
344, 741, 662, 0
325, 762, 405, 0
335, 1506, 383, 0
331, 799, 295, 21
328, 753, 322, 17
331, 800, 293, 16
325, 771, 305, 17
330, 758, 445, 0
299, 808, 304, 16
331, 794, 300, 17
331, 791, 294, 17
331, 733, 523, 0
331, 766, 314, 17
330, 785, 303, 17
329, 806, 381, 0
326, 790, 304, 17
331, 800, 313, 17
321, 772, 350, 17
319, 810, 334, 17
321, 816, 420, 17
322, 800, 296, 17
324, 807, 305, 17
322, 718, 676, 0
366, 753, 310, 17
369, 747, 296, 17
379, 789, 304, 17
382, 749, 323, 17
362, 732, 299, 16
372, 785, 414, 0
378, 760, 293, 17
365, 727, 302, 17
344, 733, 291, 17
323, 772, 374, 0
310, 806, 309, 17
316, 730, 369, 17
312, 754, 305, 17
348, 1475, 427, 0
314, 726, 304, 17
314, 750, 430, 0
311, 754, 354, 0
340, 765, 329, 16
316, 728, 333, 16
330, 768, 323, 15
317, 740, 329, 17
338, 786, 323, 17
310, 791, 325, 17
309, 795, 324, 17
329, 759, 325, 17
327, 764, 339, 17
330, 732, 409, 0
296, 800, 322, 18
330, 784, 331, 16
334, 760, 337, 16
340, 727, 309, 17
333, 789, 329, 17
334, 763, 311, 17
339, 760, 337, 17
331, 809, 364, 0
329, 804, 319, 17
330, 788, 349, 0
336, 799, 332, 17
337, 790, 323, 17
340, 795, 317, 17
329, 764, 331, 17
340, 760, 335, 17
331, 770, 330, 18
287, 798, 323, 18
333, 771, 314, 16
329, 1484, 494, 0
335, 762, 366, 0
333, 1472, 412, 0
334, 765, 418, 0
335, 787, 351, 0
335, 788, 439, 0
330, 1497, 461, 0
340, 789, 369, 0
341, 772, 409, 0
330, 752, 420, 0
340, 772, 415, 0
341, 759, 490, 0
340, 685, 329, 0
332, 766, 341, 18
332, 793, 345, 16
333, 736, 334, 17
339, 814, 350, 16
341, 788, 324, 17
339, 782, 336, 17
332, 776, 361, 0
335, 756, 363, 0
335, 806, 334, 17
337, 783, 332, 17
341, 759, 331, 17
341, 794, 325, 17
339, 761, 327, 17
330, 792, 327, 17
332, 790, 344, 17
336, 759, 331, 17
317, 788, 368, 18
337, 1473, 377, 0
323, 687, 369, 0
324, 730, 342, 17
352, 1452, 376, 0
314, 808, 330, 17
317, 692, 360, 0
303, 795, 361, 0
314, 794, 324, 17
315, 726, 318, 17
349, 1536, 441, 0
318, 764, 329, 17
345, 1484, 386, 0
323, 741, 320, 16
323, 760, 325, 16
321, 773, 317, 17
