id,PIPELINE_II_SUB,KERNEL_CLOCK,UNROLL_FACTOR_EXP1,UNROLL_FACTOR_EXP2,UNROLL_FACTOR_ECB1,UNROLL_FACTOR_ECB3,UNROLL_FACTOR_ECB2,PIPELINE_II_ADDKEY,PIPELINE_II_ECB1,PIPELINE_II_ECB2,PIPELINE_II_ECB3,PIPELINE_II_EXP1,PIPELINE_II_EXP2,PIPELINE_EXP2,PIPELINE_EXP1,UNROLL_FACTOR_ADDKEY,UNROLL_FACTOR_SUB,UNROLL_FACTOR_MIX,PIPELINE_SUB,PIPELINE_II_CPKEY,PIPELINE_II_MIX,PIPELINE_ECB2,PIPELINE_ECB3,PIPELINE_ECB1,PIPELINE_ADDKEY,DATA_MOVER_CLOCK,UNROLL_FACTOR_CPKEY,PIPELINE_MIX,PIPELINE_CPKEY,state,presynth_time,synth_time,impl_time,run_time
336,12,2,3,3,16,2,8,7,18,1,8,1,3,False,False,5,10,3,True,4,4,True,True,False,False,2,13,False,False,TIMING,425.84,1604.29,inf,inf
337,14,2,3,2,7,11,5,6,14,6,2,2,2,False,False,8,3,3,True,15,3,False,True,True,True,2,14,False,False,OK,409.37,1750.96,456.22,611126.0
338,6,2,3,2,10,9,6,4,6,6,9,2,2,False,True,9,11,4,False,8,3,False,False,False,True,2,12,True,False,OK,354.5,913.86,387.31,625210.0
339,16,2,1,2,25,12,6,14,30,1,1,3,1,False,False,16,16,4,False,1,3,False,False,False,True,1,12,False,True,TIMING,366.19,970.64,inf,inf
340,15,2,1,1,2,5,2,16,32,6,7,2,3,True,True,8,6,3,False,8,2,True,False,True,True,2,4,False,False,OK,346.65,938.19,357.34,610722.0
341,9,2,3,3,10,10,6,3,29,8,12,2,1,False,True,11,14,2,False,4,3,True,False,False,False,2,16,False,True,OK,339.43,938.16,374.41,611464.0
342,11,2,2,2,18,6,5,16,30,8,13,3,2,True,True,11,3,3,True,16,4,False,False,True,False,2,16,True,False,OK,346.65,922.88,378.52,611796.0
343,3,2,3,1,26,13,6,3,30,7,8,2,3,False,True,14,7,1,True,3,3,True,False,False,True,2,11,True,False,OK,381.77,943.79,377.05,545054.0
344,7,2,1,3,14,5,8,7,18,3,12,2,2,False,False,3,6,3,True,15,2,False,True,True,False,2,4,False,False,OK,389.32,1717.35,447.53,564052.0
345,3,2,1,3,22,2,8,6,7,6,10,2,2,False,True,6,16,1,True,7,2,False,True,True,True,2,12,True,False,OK,428.45,1629.42,468.3,563724.0
346,15,3,3,2,14,4,4,16,23,7,10,1,1,True,True,9,2,2,False,14,1,False,False,True,False,1,14,True,True,TIMING,354.85,898.5,inf,inf
347,14,2,3,1,20,3,4,1,27,6,10,3,3,True,True,2,6,2,True,2,3,False,True,False,True,2,12,True,True,OK,421.66,1770.78,448.15,612252.0
348,4,2,1,2,25,11,7,2,22,3,8,3,1,False,False,16,3,4,True,3,1,False,False,True,True,2,5,False,True,OK,361.14,913.04,352.21,588700.0
349,16,2,2,1,19,7,6,11,25,8,12,2,1,True,False,8,5,1,True,8,1,False,False,False,False,2,5,False,False,OK,346.09,922.25,367.58,632328.0
350,2,2,1,3,10,12,7,6,9,5,13,3,2,False,True,15,10,1,True,13,1,False,False,True,True,2,2,False,True,OK,345.04,910.28,342.48,579610.0
351,10,2,3,2,25,8,5,13,20,7,8,3,2,True,False,5,13,3,False,6,2,False,True,False,False,2,4,False,False,OK,408.86,1642.16,452.02,613936.0
